time,temp,GHI,GHI90,GHI10,collected
2021-02-11 00:50:00,-10,0,0,0,2021-02-10 12:30:00
2021-02-11 01:00:00,-10,0,0,0,2021-02-10 12:30:00
2021-02-11 01:10:00,-10,0,0,0,2021-02-10 12:30:00
2021-02-11 01:20:00,-10,0,0,0,2021-02-10 12:30:00
2021-02-11 01:30:00,-10,0,0,0,2021-02-10 12:30:00
2021-02-11 01:40:00,-10,0,0,0,2021-02-10 12:30:00
2021-02-11 01:50:00,-10,0,0,0,2021-02-10 12:30:00
2021-02-11 02:00:00,-10,0,0,0,2021-02-10 12:30:00
2021-02-11 02:10:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 02:20:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 02:30:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 02:40:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 02:50:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 03:00:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 03:10:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 03:20:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 03:30:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 03:40:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 03:50:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 04:00:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 04:10:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 04:20:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 04:30:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 04:40:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 04:50:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 05:00:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 05:10:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 05:20:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 05:30:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 05:40:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 05:50:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 06:00:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 06:10:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 06:20:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 06:30:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 06:40:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 06:50:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 07:00:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 07:10:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 07:20:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 07:30:00,-11,0,0,0,2021-02-10 12:30:00
2021-02-11 07:40:00,-11,33,33,19,2021-02-10 12:30:00
2021-02-11 07:50:00,-11,33,33,19,2021-02-10 12:30:00
2021-02-11 08:00:00,-11,33,33,19,2021-02-10 12:30:00
2021-02-11 08:10:00,-10,82,82,47,2021-02-10 12:30:00
2021-02-11 08:20:00,-10,82,82,47,2021-02-10 12:30:00
2021-02-11 08:30:00,-10,82,82,47,2021-02-10 12:30:00
2021-02-11 08:40:00,-10,132,132,78,2021-02-10 12:30:00
2021-02-11 08:50:00,-10,132,132,78,2021-02-10 12:30:00
2021-02-10 13:30:00,-5,214,221,66,2021-02-10 13:00:00
2021-02-10 13:40:00,-5,164,188,61,2021-02-10 13:00:00
2021-02-10 13:50:00,-5,164,188,61,2021-02-10 13:00:00
2021-02-10 14:00:00,-5,164,188,61,2021-02-10 13:00:00
2021-02-10 14:10:00,-6,134,147,58,2021-02-10 13:00:00
2021-02-10 14:20:00,-6,134,147,58,2021-02-10 13:00:00
2021-02-10 14:30:00,-6,134,147,58,2021-02-10 13:00:00
2021-02-10 14:40:00,-6,85,101,19,2021-02-10 13:00:00
2021-02-10 14:50:00,-6,85,101,19,2021-02-10 13:00:00
2021-02-10 15:00:00,-6,85,101,19,2021-02-10 13:00:00
2021-02-10 15:10:00,-7,38,54,12,2021-02-10 13:00:00
2021-02-10 15:20:00,-7,38,54,12,2021-02-10 13:00:00
2021-02-10 15:30:00,-7,38,54,12,2021-02-10 13:00:00
2021-02-10 15:40:00,-8,3,6,0,2021-02-10 13:00:00
2021-02-10 15:50:00,-8,3,6,0,2021-02-10 13:00:00
2021-02-10 16:00:00,-8,3,6,0,2021-02-10 13:00:00
2021-02-10 16:10:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 16:20:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 16:30:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 16:40:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 16:50:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 17:00:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 17:10:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 17:20:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 17:30:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 17:40:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 17:50:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 18:00:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 18:10:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 18:20:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 18:30:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 18:40:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 18:50:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 19:00:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 19:10:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 19:20:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 19:30:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 19:40:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 19:50:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 20:00:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 20:10:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 20:20:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 20:30:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 20:40:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 20:50:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 21:00:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 21:10:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 21:20:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 21:30:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 21:40:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 21:50:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 22:00:00,-8,0,0,0,2021-02-10 13:00:00
2021-02-10 22:10:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 22:20:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 22:30:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 22:40:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 22:50:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 23:00:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 23:10:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 23:20:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 23:30:00,-9,0,0,0,2021-02-10 13:00:00
2021-02-10 23:40:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-10 23:50:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 00:00:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 00:10:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 00:20:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 00:30:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 00:40:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 00:50:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 01:00:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 01:10:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 01:20:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 01:30:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 01:40:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 01:50:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 02:00:00,-10,0,0,0,2021-02-10 13:00:00
2021-02-11 02:10:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 02:20:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 02:30:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 02:40:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 02:50:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 03:00:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 03:10:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 03:20:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 03:30:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 03:40:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 03:50:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 04:00:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 04:10:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 04:20:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 04:30:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 04:40:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 04:50:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 05:00:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 05:10:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 05:20:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 05:30:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 05:40:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 05:50:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 06:00:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 06:10:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 06:20:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 06:30:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 06:40:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 06:50:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 07:00:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 07:10:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 07:20:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 07:30:00,-11,0,0,0,2021-02-10 13:00:00
2021-02-11 07:40:00,-11,33,33,19,2021-02-10 13:00:00
2021-02-11 07:50:00,-11,33,33,19,2021-02-10 13:00:00
2021-02-11 08:00:00,-11,33,33,19,2021-02-10 13:00:00
2021-02-11 08:10:00,-10,82,82,47,2021-02-10 13:00:00
2021-02-11 08:20:00,-10,82,82,47,2021-02-10 13:00:00
2021-02-11 08:30:00,-10,82,82,47,2021-02-10 13:00:00
2021-02-11 08:40:00,-10,132,132,78,2021-02-10 13:00:00
2021-02-11 08:50:00,-10,132,132,78,2021-02-10 13:00:00
2021-02-11 09:00:00,-10,132,132,78,2021-02-10 13:00:00
2021-02-11 09:10:00,-9,178,178,107,2021-02-10 13:00:00
2021-02-11 09:20:00,-9,178,178,107,2021-02-10 13:00:00
2021-02-10 14:30:00,-6,145,147,75,2021-02-10 14:00:00
2021-02-10 14:40:00,-6,78,101,14,2021-02-10 14:00:00
2021-02-10 14:50:00,-6,78,101,14,2021-02-10 14:00:00
2021-02-10 15:00:00,-6,78,101,14,2021-02-10 14:00:00
2021-02-10 15:10:00,-7,40,54,13,2021-02-10 14:00:00
2021-02-10 15:20:00,-7,40,54,13,2021-02-10 14:00:00
2021-02-10 15:30:00,-7,40,54,13,2021-02-10 14:00:00
2021-02-10 15:40:00,-8,9,14,1,2021-02-10 14:00:00
2021-02-10 15:50:00,-8,9,14,1,2021-02-10 14:00:00
2021-02-10 16:00:00,-8,9,14,1,2021-02-10 14:00:00
2021-02-10 16:10:00,-8,1,2,0,2021-02-10 14:00:00
2021-02-10 16:20:00,-8,1,2,0,2021-02-10 14:00:00
2021-02-10 16:30:00,-8,1,2,0,2021-02-10 14:00:00
2021-02-10 16:40:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 16:50:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 17:00:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 17:10:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 17:20:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 17:30:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 17:40:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 17:50:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 18:00:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 18:10:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 18:20:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 18:30:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 18:40:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 18:50:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 19:00:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 19:10:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 19:20:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 19:30:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 19:40:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 19:50:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 20:00:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 20:10:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 20:20:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 20:30:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 20:40:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 20:50:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 21:00:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 21:10:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 21:20:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 21:30:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 21:40:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 21:50:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 22:00:00,-8,0,0,0,2021-02-10 14:00:00
2021-02-10 22:10:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 22:20:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 22:30:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 22:40:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 22:50:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 23:00:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 23:10:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 23:20:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 23:30:00,-9,0,0,0,2021-02-10 14:00:00
2021-02-10 23:40:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-10 23:50:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 00:00:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 00:10:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 00:20:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 00:30:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 00:40:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 00:50:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 01:00:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 01:10:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 01:20:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 01:30:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 01:40:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 01:50:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 02:00:00,-10,0,0,0,2021-02-10 14:00:00
2021-02-11 02:10:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 02:20:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 02:30:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 02:40:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 02:50:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 03:00:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 03:10:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 03:20:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 03:30:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 03:40:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 03:50:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 04:00:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 04:10:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 04:20:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 04:30:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 04:40:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 04:50:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 05:00:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 05:10:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 05:20:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 05:30:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 05:40:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 05:50:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 06:00:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 06:10:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 06:20:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 06:30:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 06:40:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 06:50:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 07:00:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 07:10:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 07:20:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 07:30:00,-11,0,0,0,2021-02-10 14:00:00
2021-02-11 07:40:00,-11,33,33,19,2021-02-10 14:00:00
2021-02-11 07:50:00,-11,33,33,19,2021-02-10 14:00:00
2021-02-11 08:00:00,-11,33,33,19,2021-02-10 14:00:00
2021-02-11 08:10:00,-10,82,82,47,2021-02-10 14:00:00
2021-02-11 08:20:00,-10,82,82,47,2021-02-10 14:00:00
2021-02-11 08:30:00,-10,82,82,47,2021-02-10 14:00:00
2021-02-11 08:40:00,-10,132,132,78,2021-02-10 14:00:00
2021-02-11 08:50:00,-10,132,132,78,2021-02-10 14:00:00
2021-02-11 09:00:00,-10,132,132,78,2021-02-10 14:00:00
2021-02-11 09:10:00,-9,178,178,107,2021-02-10 14:00:00
2021-02-11 09:20:00,-9,178,178,107,2021-02-10 14:00:00
2021-02-11 09:30:00,-9,178,178,107,2021-02-10 14:00:00
2021-02-11 09:40:00,-8,216,217,132,2021-02-10 14:00:00
2021-02-11 09:50:00,-8,216,217,132,2021-02-10 14:00:00
2021-02-11 10:00:00,-8,216,217,132,2021-02-10 14:00:00
2021-02-11 10:10:00,-8,246,247,155,2021-02-10 14:00:00
2021-02-11 10:20:00,-8,246,247,155,2021-02-10 14:00:00
2021-02-10 15:30:00,-7,42,54,15,2021-02-10 15:00:00
2021-02-10 15:40:00,-8,10,13,2,2021-02-10 15:00:00
2021-02-10 15:50:00,-8,10,13,2,2021-02-10 15:00:00
2021-02-10 16:00:00,-8,10,13,2,2021-02-10 15:00:00
2021-02-10 16:10:00,-8,1,2,0,2021-02-10 15:00:00
2021-02-10 16:20:00,-8,1,2,0,2021-02-10 15:00:00
2021-02-10 16:30:00,-8,1,2,0,2021-02-10 15:00:00
2021-02-10 16:40:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 16:50:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 17:00:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 17:10:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 17:20:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 17:30:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 17:40:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 17:50:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 18:00:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 18:10:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 18:20:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 18:30:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 18:40:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 18:50:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 19:00:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 19:10:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 19:20:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 19:30:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 19:40:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 19:50:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 20:00:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 20:10:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 20:20:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 20:30:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 20:40:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 20:50:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 21:00:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 21:10:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 21:20:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 21:30:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 21:40:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 21:50:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 22:00:00,-8,0,0,0,2021-02-10 15:00:00
2021-02-10 22:10:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 22:20:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 22:30:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 22:40:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 22:50:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 23:00:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 23:10:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 23:20:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 23:30:00,-9,0,0,0,2021-02-10 15:00:00
2021-02-10 23:40:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-10 23:50:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 00:00:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 00:10:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 00:20:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 00:30:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 00:40:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 00:50:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 01:00:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 01:10:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 01:20:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 01:30:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 01:40:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 01:50:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 02:00:00,-10,0,0,0,2021-02-10 15:00:00
2021-02-11 02:10:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 02:20:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 02:30:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 02:40:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 02:50:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 03:00:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 03:10:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 03:20:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 03:30:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 03:40:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 03:50:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 04:00:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 04:10:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 04:20:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 04:30:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 04:40:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 04:50:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 05:00:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 05:10:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 05:20:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 05:30:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 05:40:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 05:50:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 06:00:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 06:10:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 06:20:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 06:30:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 06:40:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 06:50:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 07:00:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 07:10:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 07:20:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 07:30:00,-11,0,0,0,2021-02-10 15:00:00
2021-02-11 07:40:00,-11,33,33,19,2021-02-10 15:00:00
2021-02-11 07:50:00,-11,33,33,19,2021-02-10 15:00:00
2021-02-11 08:00:00,-11,33,33,19,2021-02-10 15:00:00
2021-02-11 08:10:00,-10,82,82,47,2021-02-10 15:00:00
2021-02-11 08:20:00,-10,82,82,47,2021-02-10 15:00:00
2021-02-11 08:30:00,-10,82,82,47,2021-02-10 15:00:00
2021-02-11 08:40:00,-10,132,132,78,2021-02-10 15:00:00
2021-02-11 08:50:00,-10,132,132,78,2021-02-10 15:00:00
2021-02-11 09:00:00,-10,132,132,78,2021-02-10 15:00:00
2021-02-11 09:10:00,-9,178,178,107,2021-02-10 15:00:00
2021-02-11 09:20:00,-9,178,178,107,2021-02-10 15:00:00
2021-02-11 09:30:00,-9,178,178,107,2021-02-10 15:00:00
2021-02-11 09:40:00,-8,216,217,132,2021-02-10 15:00:00
